person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income,risk_tier,high_risk_flag,income_bracket,monthly_burden
25,78000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,8000,16.0,1,0.1,N,4,0.1026,4,1,High,281.26
25,75996,MORTGAGE,9.0,DEBTCONSOLIDATION,B,10000,11.99,0,0.13,N,3,0.1316,2,0,High,332.1
23,60000,OWN,0.0,PERSONAL,B,8000,12.53,0,0.13,N,3,0.1333,2,0,Medium,267.74
26,38000,MORTGAGE,10.0,HOMEIMPROVEMENT,D,15000,15.33,0,0.39,N,3,0.3947,4,1,Medium,522.41
23,48000,RENT,6.0,EDUCATION,A,4800,7.9,0,0.1,N,2,0.1,1,0,Medium,150.19
24,42000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,11000,5.42,0,0.26,N,4,0.2619,1,0,Medium,331.76
25,95950,RENT,2.0,PERSONAL,B,17500,11.71,0,0.18,N,3,0.1824,2,0,High,578.83
25,84000,MORTGAGE,9.0,MEDICAL,B,5000,10.99,0,0.06,N,2,0.0595,2,0,High,163.67
23,37500,RENT,2.0,DEBTCONSOLIDATION,C,8000,14.26,0,0.21,N,4,0.2133,3,0,Medium,274.43
25,49000,RENT,9.0,DEBTCONSOLIDATION,A,10000,6.62,1,0.2,N,2,0.2041,1,0,Medium,307.04
23,52800,RENT,4.0,VENTURE,C,14000,14.27,0,0.27,N,4,0.2652,3,0,Medium,480.32
23,33500,RENT,2.0,MEDICAL,E,2500,15.68,1,0.07,Y,4,0.0746,5,1,Medium,87.5
23,70000,MORTGAGE,7.0,PERSONAL,A,13000,5.42,0,0.19,N,3,0.1857,1,0,High,392.08
22,38000,RENT,5.0,EDUCATION,C,10000,13.49,0,0.26,Y,2,0.2632,3,0,Medium,339.3
25,28800,RENT,0.0,EDUCATION,A,5000,8.9,0,0.17,N,4,0.1736,1,0,Low,158.77
23,114600,MORTGAGE,7.0,PERSONAL,C,10000,13.06,0,0.09,Y,4,0.0873,3,0,Very High,337.23
25,63000,MORTGAGE,3.0,PERSONAL,C,3000,13.47,0,0.05,Y,2,0.0476,3,0,High,101.76
23,65000,MORTGAGE,3.0,VENTURE,A,7000,7.9,0,0.11,N,4,0.1077,1,0,High,219.03
22,57175,RENT,6.0,EDUCATION,F,16000,17.15,1,0.28,Y,2,0.2798,6,1,Medium,571.64
22,24000,OWN,3.0,VENTURE,B,2500,10.59,0,0.1,N,2,0.1042,2,0,Low,81.36
24,67000,RENT,5.0,PERSONAL,C,20000,13.48,0,0.3,Y,3,0.2985,3,0,High,678.51
21,36000,RENT,1.0,MEDICAL,D,4500,17.27,1,0.13,N,4,0.125,4,1,Medium,161.04
23,67150,MORTGAGE,5.0,MEDICAL,D,10000,16.32,1,0.13,N,2,0.1489,4,1,High,353.15
23,31200,RENT,0.0,PERSONAL,C,3200,13.49,0,0.1,Y,2,0.1026,3,0,Medium,108.58
24,45000,MORTGAGE,0.0,EDUCATION,C,10625,14.27,1,0.24,N,4,0.2361,3,0,Medium,364.53
23,67000,OWN,1.0,VENTURE,A,3250,6.76,0,0.05,N,4,0.0485,1,0,High,99.99
24,29000,RENT,5.0,MEDICAL,C,6000,15.27,0,0.21,N,2,0.2069,3,0,Low,208.79
24,22000,OWN,1.0,EDUCATION,D,3000,16.0,0,0.14,N,2,0.1364,4,1,Low,105.47
23,29004,OWN,1.0,VENTURE,C,2000,13.16,0,0.07,N,3,0.069,3,0,Low,67.54
26,35000,RENT,0.0,MEDICAL,A,6600,8.59,0,0.19,N,3,0.1886,1,0,Medium,208.62
26,52000,OWN,10.0,DEBTCONSOLIDATION,D,5000,15.65,0,0.1,Y,4,0.0962,4,1,Medium,174.92
24,70399,RENT,0.0,MEDICAL,A,1000,8.59,0,0.01,N,3,0.0142,1,0,High,31.61
21,18000,RENT,5.0,MEDICAL,B,1500,12.18,1,0.08,N,3,0.0833,2,0,Low,49.95
23,85000,RENT,5.0,EDUCATION,A,10000,6.17,0,0.12,N,3,0.1176,1,0,High,304.99
22,66000,MORTGAGE,6.0,VENTURE,B,10000,11.49,0,0.15,N,4,0.1515,2,0,High,329.71
22,49000,MORTGAGE,2.0,VENTURE,B,8500,12.53,0,0.17,N,3,0.1735,2,0,Medium,284.48
21,47580,MORTGAGE,5.0,EDUCATION,A,14000,6.03,0,0.29,N,2,0.2942,1,0,Medium,426.1
23,30000,RENT,0.0,EDUCATION,C,8400,14.65,0,0.28,N,3,0.28,3,0,Low,289.75
21,24996,RENT,2.0,MEDICAL,E,5000,16.45,1,0.2,N,4,0.2,5,1,Low,176.9
22,44004,MORTGAGE,3.0,EDUCATION,D,9000,14.11,1,0.2,N,4,0.2045,4,1,Medium,308.08
23,32000,MORTGAGE,4.0,EDUCATION,A,1200,7.68,0,0.04,N,2,0.0375,1,0,Medium,37.43
24,88000,MORTGAGE,2.0,DEBTCONSOLIDATION,G,25000,18.84,1,0.28,Y,2,0.2841,7,1,High,914.38
24,45600,MORTGAGE,0.0,EDUCATION,A,7200,6.91,0,0.16,N,2,0.1579,1,0,Medium,222.02
23,95000,RENT,4.0,EDUCATION,B,10000,10.99,0,0.11,N,4,0.1053,2,0,High,327.34
26,69846,RENT,2.0,EDUCATION,F,22500,18.99,1,0.32,N,4,0.3221,6,1,High,824.65
23,75000,OWN,5.0,MEDICAL,D,12500,15.33,0,0.17,Y,3,0.1667,4,1,High,435.34
22,55000,RENT,3.0,PERSONAL,D,15000,14.61,0,0.27,Y,4,0.2727,4,1,Medium,517.12
24,122000,RENT,4.0,DEBTCONSOLIDATION,B,15000,11.58,0,0.12,N,2,0.123,2,0,Very High,495.21
24,62500,OWN,8.0,HOMEIMPROVEMENT,C,6500,13.22,0,0.1,N,3,0.104,3,0,High,219.7
26,93492,RENT,0.0,PERSONAL,B,20000,9.45,0,0.21,N,2,0.2139,2,0,High,640.19
26,37000,RENT,0.0,PERSONAL,B,14000,9.88,1,0.38,N,2,0.3784,2,0,Medium,450.95
23,61615,MORTGAGE,4.0,MEDICAL,B,13000,10.62,0,0.21,N,3,0.211,2,0,High,423.27
22,50000,MORTGAGE,6.0,VENTURE,A,7800,6.62,0,0.16,N,2,0.156,1,0,Medium,239.49
22,75000,RENT,5.0,EDUCATION,B,5000,11.49,0,0.07,N,4,0.0667,2,0,High,164.86
26,45000,MORTGAGE,6.0,VENTURE,A,5000,6.99,0,0.11,N,2,0.1111,1,0,Medium,154.36
25,33500,RENT,2.0,MEDICAL,B,10000,10.25,0,0.3,N,3,0.2985,2,0,Medium,323.85
26,75000,RENT,0.0,EDUCATION,B,12000,10.38,0,0.16,N,3,0.16,2,0,High,389.35
24,45000,RENT,0.0,EDUCATION,E,6000,17.19,1,0.13,Y,3,0.1333,5,1,Medium,214.48
21,61000,RENT,3.0,EDUCATION,B,7500,10.39,0,0.12,N,4,0.123,2,0,High,243.38
22,28800,OWN,2.0,EDUCATION,D,10000,16.49,0,0.35,Y,2,0.3472,4,1,Low,353.99
25,56204,RENT,3.0,MEDICAL,D,12000,14.11,1,0.21,Y,2,0.2135,4,1,Medium,410.77
25,57300,RENT,2.0,HOMEIMPROVEMENT,C,10400,11.66,0,0.18,Y,4,0.1815,3,0,Medium,343.74
23,66000,RENT,0.0,EDUCATION,B,9200,11.86,0,0.14,N,2,0.1394,2,0,High,304.96
23,83600,RENT,7.0,PERSONAL,A,15000,8.49,1,0.18,N,3,0.1794,1,0,High,473.44
24,45996,RENT,3.0,EDUCATION,C,2000,12.98,0,0.04,Y,4,0.0435,3,0,Medium,67.37
22,24000,MORTGAGE,4.0,EDUCATION,A,1300,5.42,0,0.05,N,3,0.0542,1,0,Low,39.21
22,50000,RENT,3.0,VENTURE,C,13000,12.23,0,0.26,N,3,0.26,3,0,Medium,433.22
22,70000,MORTGAGE,3.0,VENTURE,B,14400,11.71,0,0.21,N,4,0.2057,2,0,High,476.29
23,47233,RENT,7.0,DEBTCONSOLIDATION,B,5000,11.36,0,0.11,N,4,0.1059,2,0,Medium,164.55
26,51600,OWN,10.0,EDUCATION,B,15000,9.88,0,0.29,N,4,0.2907,2,0,Medium,483.16
24,72000,MORTGAGE,1.0,VENTURE,A,12000,5.42,0,0.17,N,4,0.1667,1,0,High,361.92
21,44004,RENT,2.0,EDUCATION,B,7000,11.46,1,0.16,N,2,0.1591,2,0,Medium,230.7
23,60000,RENT,4.0,EDUCATION,A,7000,5.79,0,0.12,N,4,0.1167,1,0,Medium,212.29
23,63000,RENT,0.0,VENTURE,D,16000,14.42,1,0.25,Y,2,0.254,4,1,High,550.11
23,42000,RENT,2.0,EDUCATION,B,6500,10.37,0,0.15,N,3,0.1548,2,0,Medium,210.87
23,65000,RENT,7.0,EDUCATION,B,3600,10.59,0,0.06,N,3,0.0554,2,0,High,117.16
25,48500,OTHER,1.0,PERSONAL,E,19500,15.57,1,0.4,N,3,0.4021,5,1,Medium,681.43
21,42000,RENT,5.0,VENTURE,D,1000,15.58,1,0.02,N,4,0.0238,4,1,Medium,34.95
26,45000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,7750,12.53,0,0.17,N,4,0.1722,3,0,Medium,259.38
25,120000,RENT,9.0,VENTURE,C,4800,14.22,0,0.04,N,4,0.04,3,0,Very High,164.57
25,49000,RENT,10.0,EDUCATION,A,9600,7.51,1,0.2,N,4,0.1959,1,0,Medium,298.66
26,22800,RENT,4.0,PERSONAL,C,5000,13.57,0,0.22,Y,2,0.2193,3,0,Low,169.85
22,55000,MORTGAGE,6.0,VENTURE,A,10000,5.79,0,0.18,N,2,0.1818,1,0,Medium,303.27
23,36000,MORTGAGE,6.0,PERSONAL,C,14000,12.99,0,0.39,N,3,0.3889,3,0,Medium,471.65
24,70000,RENT,0.0,MEDICAL,A,10000,7.29,0,0.14,N,3,0.1429,1,0,High,310.1
23,27000,RENT,6.0,EDUCATION,C,6000,11.66,0,0.22,Y,3,0.2222,3,0,Low,198.31
22,58608,RENT,4.0,MEDICAL,A,10000,7.51,0,0.17,N,2,0.1706,1,0,Medium,311.11
22,185000,RENT,4.0,EDUCATION,B,25000,11.36,0,0.14,N,4,0.1351,2,0,Very High,822.74
23,80400,RENT,4.0,EDUCATION,A,9000,7.51,0,0.11,N,4,0.1119,1,0,High,280.0
24,41000,RENT,1.0,DEBTCONSOLIDATION,C,7000,12.53,0,0.17,N,2,0.1707,3,0,Medium,234.28
25,57000,RENT,1.0,PERSONAL,B,9500,12.53,0,0.17,N,2,0.1667,2,0,Medium,317.95
26,51600,RENT,1.0,EDUCATION,A,5000,8.94,1,0.1,N,2,0.0969,1,0,Medium,158.86
22,20000,RENT,2.0,VENTURE,B,5000,11.86,0,0.25,N,2,0.25,2,0,Low,165.74
25,60000,MORTGAGE,2.0,PERSONAL,B,6900,9.99,0,0.12,N,2,0.115,2,0,Medium,222.61
24,38000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,16000,10.99,0,0.42,N,2,0.4211,2,0,Medium,523.74
21,104740,MORTGAGE,5.0,EDUCATION,B,19200,11.99,0,0.18,N,2,0.1833,2,0,Very High,637.62
26,76800,MORTGAGE,2.0,VENTURE,A,12800,6.92,0,0.17,N,3,0.1667,1,0,High,394.76
23,92004,MORTGAGE,7.0,EDUCATION,B,24250,11.12,0,0.26,N,2,0.2636,2,0,High,795.29
23,44004,OWN,7.0,EDUCATION,A,17000,6.62,0,0.39,N,2,0.3863,1,0,Medium,521.96
23,36100,RENT,2.0,DEBTCONSOLIDATION,A,5000,7.49,0,0.14,N,2,0.1385,1,0,Medium,155.51
22,31000,RENT,5.0,PERSONAL,B,5550,11.36,1,0.18,N,3,0.179,2,0,Medium,182.65
24,49000,MORTGAGE,5.0,EDUCATION,A,2700,6.92,0,0.06,N,3,0.0551,1,0,Medium,83.27
24,63410,MORTGAGE,3.0,MEDICAL,E,20000,17.51,1,0.27,N,4,0.3154,5,1,High,718.14
25,70000,MORTGAGE,6.0,VENTURE,A,14000,5.42,0,0.2,N,2,0.2,1,0,High,422.24
26,103000,MORTGAGE,10.0,EDUCATION,D,5000,14.96,0,0.05,N,4,0.0485,4,1,Very High,173.23
22,21000,RENT,7.0,DEBTCONSOLIDATION,D,8000,16.77,1,0.38,Y,4,0.381,4,1,Low,284.31
23,54000,RENT,7.0,VENTURE,B,15550,11.71,0,0.29,N,4,0.288,2,0,Medium,514.33
24,53000,MORTGAGE,8.0,PERSONAL,D,10000,14.91,0,0.19,N,2,0.1887,4,1,Medium,346.21
24,86400,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12200,7.29,0,0.14,N,2,0.1412,1,0,High,378.32
24,90000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,5000,11.34,0,0.06,Y,3,0.0556,3,0,High,164.5
25,33000,MORTGAGE,6.0,VENTURE,A,8000,6.62,0,0.24,N,3,0.2424,1,0,Medium,245.63
24,70000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,17000,7.51,0,0.24,N,4,0.2429,1,0,High,528.88
24,12000,OWN,4.0,PERSONAL,B,2500,12.69,1,0.21,N,4,0.2083,2,0,Low,83.86
24,28590,RENT,7.0,DEBTCONSOLIDATION,D,8000,15.65,1,0.28,Y,2,0.2798,4,1,Low,279.88
24,70550,RENT,8.0,MEDICAL,D,9000,15.05,1,0.11,Y,2,0.1276,4,1,High,312.21
26,51000,MORTGAGE,10.0,DEBTCONSOLIDATION,D,13000,15.33,1,0.25,Y,2,0.2549,4,1,Medium,452.75
26,33800,RENT,4.0,PERSONAL,C,13000,13.57,1,0.38,Y,2,0.3846,3,0,Medium,441.6
22,74000,RENT,4.0,VENTURE,A,5050,5.42,0,0.07,N,4,0.0682,1,0,High,152.31
24,91000,MORTGAGE,0.0,PERSONAL,A,1000,7.68,0,0.01,N,4,0.011,1,0,High,31.19
21,65004,MORTGAGE,5.0,EDUCATION,B,5000,9.99,0,0.08,N,4,0.0769,2,0,High,161.31
24,83100,RENT,5.0,PERSONAL,E,5000,16.35,0,0.06,Y,3,0.0602,5,1,High,176.65
26,54000,MORTGAGE,10.0,MEDICAL,A,8500,5.42,1,0.16,N,3,0.1574,1,0,Medium,256.36
23,60000,MORTGAGE,6.0,EDUCATION,C,7000,12.99,0,0.12,Y,2,0.1167,3,0,Medium,235.82
22,44004,RENT,2.0,DEBTCONSOLIDATION,A,5000,8.9,0,0.11,N,3,0.1136,1,0,Medium,158.77
22,107000,MORTGAGE,6.0,HOMEIMPROVEMENT,E,24000,19.69,1,0.22,Y,4,0.2243,5,1,Very High,888.14
26,130000,MORTGAGE,5.0,EDUCATION,D,35000,18.25,0,0.27,N,3,0.2692,4,1,Very High,1269.73
26,84000,RENT,7.0,DEBTCONSOLIDATION,D,15000,16.0,1,0.18,Y,2,0.1786,4,1,High,527.36
23,108366,RENT,7.0,HOMEIMPROVEMENT,F,35000,20.25,1,0.32,N,2,0.323,6,1,Very High,1305.19
22,64000,RENT,5.0,DEBTCONSOLIDATION,A,6600,8.9,0,0.1,N,4,0.1031,1,0,High,209.57
23,40000,RENT,7.0,VENTURE,B,10000,10.36,0,0.25,N,3,0.25,2,0,Medium,324.36
26,48000,RENT,1.0,EDUCATION,E,15000,18.64,1,0.31,N,3,0.3125,5,1,Medium,547.11
25,100000,MORTGAGE,9.0,PERSONAL,B,17600,10.59,0,0.18,N,3,0.176,2,0,High,572.79
26,80000,MORTGAGE,0.0,VENTURE,A,6300,5.79,0,0.08,N,4,0.0788,1,0,High,191.06
24,425000,MORTGAGE,8.0,EDUCATION,A,10000,7.88,0,0.02,N,3,0.0235,1,0,Very High,312.81
24,55680,MORTGAGE,4.0,PERSONAL,B,7875,10.65,0,0.14,N,3,0.1414,2,0,Medium,256.51
24,140300,MORTGAGE,6.0,MEDICAL,B,6000,11.14,0,0.04,N,3,0.0428,2,0,Very High,196.83
25,34000,RENT,10.0,DEBTCONSOLIDATION,B,20000,8.88,1,0.59,N,2,0.5882,2,0,Medium,634.88
25,79404,OTHER,0.0,VENTURE,D,20000,15.05,0,0.25,N,3,0.2519,4,1,High,693.8
25,69000,RENT,3.0,DEBTCONSOLIDATION,D,10000,14.09,1,0.14,Y,2,0.1449,4,1,High,342.21
21,30000,RENT,2.0,MEDICAL,D,5000,14.96,1,0.17,Y,4,0.1667,4,1,Low,173.23
24,29232,MORTGAGE,1.0,VENTURE,B,11000,11.71,0,0.38,N,2,0.3763,2,0,Low,363.84
23,37500,RENT,0.0,PERSONAL,A,1800,8.94,0,0.05,N,2,0.048,1,0,Medium,57.19
22,59000,RENT,2.0,DEBTCONSOLIDATION,B,11000,10.74,0,0.19,N,3,0.1864,2,0,Medium,358.77
23,32388,MORTGAGE,0.0,VENTURE,B,6000,10.71,0,0.19,N,4,0.1853,2,0,Medium,195.61
23,48000,RENT,1.0,VENTURE,C,10000,12.84,0,0.21,Y,3,0.2083,3,0,Medium,336.17
22,36600,MORTGAGE,2.0,VENTURE,A,9950,7.29,0,0.27,N,3,0.2719,1,0,Medium,308.55
25,45000,MORTGAGE,5.0,EDUCATION,B,3800,10.65,0,0.08,N,3,0.0844,2,0,Medium,123.78
23,100000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,7000,8.59,0,0.07,N,4,0.07,1,0,High,221.26
25,29000,RENT,2.0,MEDICAL,C,2500,12.84,1,0.09,Y,4,0.0862,3,0,Low,84.04
22,12000,RENT,0.0,MEDICAL,A,6700,7.66,1,0.56,N,4,0.5583,1,0,Low,208.9
26,70000,RENT,2.0,DEBTCONSOLIDATION,B,10000,9.45,0,0.14,N,3,0.1429,2,0,High,320.1
22,70800,RENT,6.0,EDUCATION,C,10000,12.61,0,0.14,N,2,0.1412,3,0,High,335.06
24,30000,RENT,2.0,MEDICAL,A,3000,6.03,0,0.1,N,4,0.1,1,0,Low,91.31
26,24500,RENT,4.0,EDUCATION,B,8875,10.0,1,0.36,N,3,0.3622,2,0,Low,286.37
23,40000,RENT,5.0,DEBTCONSOLIDATION,B,2000,11.71,0,0.05,N,4,0.05,2,0,Medium,66.15
25,174000,MORTGAGE,2.0,EDUCATION,C,8800,14.27,0,0.05,N,4,0.0506,3,0,Very High,301.92
26,72600,MORTGAGE,3.0,VENTURE,A,4500,7.74,0,0.06,N,3,0.062,1,0,High,140.47
26,75000,RENT,5.0,PERSONAL,A,20000,6.91,0,0.27,N,2,0.2667,1,0,High,616.72
25,42000,RENT,2.0,VENTURE,B,2000,9.25,0,0.05,N,3,0.0476,2,0,Medium,63.83
22,89250,MORTGAGE,6.0,MEDICAL,D,7500,13.24,1,0.07,Y,2,0.084,4,1,High,253.57
23,50000,MORTGAGE,6.0,VENTURE,B,17000,12.42,0,0.34,N,4,0.34,2,0,Medium,568.06
25,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12000,10.37,0,0.17,N,4,0.1714,2,0,High,389.29
21,30000,RENT,1.0,VENTURE,C,6000,13.16,1,0.2,N,4,0.2,3,0,Low,202.63
22,100000,MORTGAGE,3.0,EDUCATION,B,12000,11.11,0,0.12,N,4,0.12,2,0,High,393.49
25,41000,RENT,3.0,PERSONAL,B,8000,10.99,0,0.2,N,2,0.1951,2,0,Medium,261.87
24,55000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10000,5.79,0,0.18,N,2,0.1818,1,0,Medium,303.27
24,35000,MORTGAGE,6.0,VENTURE,B,8575,10.65,0,0.24,N,3,0.245,2,0,Medium,279.32
21,62000,MORTGAGE,2.0,PERSONAL,A,6000,7.51,0,0.1,N,4,0.0968,1,0,High,186.66
23,70000,OWN,0.0,VENTURE,B,3600,10.59,0,0.05,N,4,0.0514,2,0,High,117.16
23,100000,MORTGAGE,7.0,VENTURE,B,25000,11.71,0,0.25,N,4,0.25,2,0,High,826.9
21,13806,RENT,6.0,EDUCATION,C,4750,12.73,1,0.34,Y,2,0.3441,3,0,Low,159.43
23,69743,MORTGAGE,7.0,VENTURE,D,1000,14.11,0,0.01,N,2,0.0143,4,1,High,34.23
23,41000,RENT,7.0,EDUCATION,A,4700,7.9,0,0.11,N,4,0.1146,1,0,Medium,147.06
23,55000,MORTGAGE,5.0,MEDICAL,C,8000,13.85,0,0.15,Y,2,0.1455,3,0,Medium,272.84
25,140000,MORTGAGE,9.0,PERSONAL,B,35000,10.59,0,0.25,N,4,0.25,2,0,Very High,1139.07
23,43000,MORTGAGE,1.0,EDUCATION,A,9000,9.63,0,0.21,N,2,0.2093,1,0,Medium,288.84
22,31200,RENT,1.0,EDUCATION,B,3200,11.99,0,0.1,N,4,0.1026,2,0,Medium,106.27
23,46852,RENT,3.0,EDUCATION,B,6800,10.65,1,0.15,N,4,0.1451,2,0,Medium,221.5
23,72000,MORTGAGE,7.0,VENTURE,A,9000,6.76,0,0.13,N,2,0.125,1,0,High,276.91
21,39900,RENT,3.0,EDUCATION,B,6000,11.49,0,0.15,N,2,0.1504,2,0,Medium,197.83
22,67500,RENT,1.0,VENTURE,B,7500,9.76,0,0.11,N,3,0.1111,2,0,High,241.16
21,23000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,8.9,0,0.3,N,4,0.3043,1,0,Low,222.27
24,30000,RENT,6.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.2,N,3,0.2,1,0,Low,186.66
22,50000,MORTGAGE,6.0,VENTURE,B,10000,9.88,0,0.2,N,4,0.2,2,0,Medium,322.11
21,18000,RENT,0.0,DEBTCONSOLIDATION,A,3000,7.9,1,0.17,N,2,0.1667,1,0,Low,93.87
24,34900,RENT,3.0,VENTURE,B,5000,11.49,0,0.14,N,3,0.1433,2,0,Medium,164.86
21,18000,RENT,1.0,VENTURE,A,3200,8.49,1,0.18,N,2,0.1778,1,0,Low,101.0
25,98000,OWN,0.0,HOMEIMPROVEMENT,A,2000,7.37,0,0.02,N,3,0.0204,1,0,High,62.09
23,51996,RENT,7.0,PERSONAL,C,4000,13.98,0,0.08,Y,2,0.0769,3,0,Medium,136.67
26,100000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7500,8.32,0,0.07,N,3,0.075,1,0,High,236.13
23,33000,RENT,5.0,VENTURE,D,4800,14.54,0,0.15,N,4,0.1455,4,1,Medium,165.31
24,112000,MORTGAGE,8.0,PERSONAL,A,3500,5.42,0,0.03,N,4,0.0312,1,0,Very High,105.56
23,32000,RENT,0.0,EDUCATION,A,4000,7.68,0,0.13,N,3,0.125,1,0,Medium,124.76
26,67983,MORTGAGE,7.0,MEDICAL,D,15000,16.49,1,0.19,N,3,0.2206,4,1,High,530.99
23,20400,RENT,2.0,MEDICAL,A,1200,7.9,0,0.06,N,2,0.0588,1,0,Low,37.55
24,45792,RENT,3.0,PERSONAL,B,17000,10.38,1,0.37,N,3,0.3712,2,0,Medium,551.58
25,56004,RENT,3.0,PERSONAL,C,7000,14.22,0,0.12,N,4,0.125,3,0,Medium,239.99
25,35000,OWN,9.0,VENTURE,C,4000,13.11,0,0.11,N,4,0.1143,3,0,Medium,134.99
25,30000,RENT,6.0,MEDICAL,B,4000,9.76,0,0.13,N,3,0.1333,2,0,Low,128.62
23,92000,MORTGAGE,7.0,EDUCATION,C,18000,12.68,0,0.2,N,2,0.1957,3,0,High,603.72
24,56100,RENT,4.0,MEDICAL,D,20000,14.74,1,0.3,Y,4,0.3565,4,1,Medium,690.76
24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0,0.29,N,4,0.2941,2,0,High,813.98
23,69996,RENT,7.0,DEBTCONSOLIDATION,C,5600,13.11,0,0.08,N,4,0.08,3,0,High,188.98
23,37000,MORTGAGE,3.0,MEDICAL,D,3600,15.62,1,0.1,N,4,0.0973,4,1,Medium,125.89
25,43000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.23,N,3,0.2326,1,0,Medium,312.81
23,60000,RENT,2.0,VENTURE,A,9000,6.17,0,0.15,N,2,0.15,1,0,Medium,274.49
23,32000,RENT,0.0,MEDICAL,C,8500,13.16,0,0.27,Y,4,0.2656,3,0,Medium,287.05
24,42000,RENT,0.0,MEDICAL,A,12000,7.66,0,0.29,N,2,0.2857,1,0,Medium,374.16
25,43200,OWN,9.0,VENTURE,B,13800,11.48,0,0.32,N,2,0.3194,2,0,Medium,454.94
24,80000,MORTGAGE,8.0,VENTURE,D,5000,15.62,0,0.06,N,2,0.0625,4,1,High,174.85
25,77000,MORTGAGE,1.0,DEBTCONSOLIDATION,F,7200,18.53,1,0.09,N,2,0.0935,6,1,High,262.22
24,62500,MORTGAGE,2.0,EDUCATION,A,6000,5.79,0,0.1,N,3,0.096,1,0,High,181.96
25,63600,MORTGAGE,9.0,DEBTCONSOLIDATION,B,7000,11.49,1,0.11,N,4,0.1101,2,0,High,230.8
22,19200,MORTGAGE,3.0,EDUCATION,D,5000,15.33,1,0.26,Y,2,0.2604,4,1,Low,174.14
22,89000,MORTGAGE,6.0,VENTURE,C,16000,13.22,0,0.18,N,2,0.1798,3,0,High,540.8
24,80000,MORTGAGE,6.0,EDUCATION,A,16000,7.88,0,0.2,N,3,0.2,1,0,High,500.5
24,59000,MORTGAGE,3.0,EDUCATION,C,6800,12.53,1,0.12,N,2,0.1153,3,0,Medium,227.58
25,34000,RENT,0.0,EDUCATION,C,10000,13.79,1,0.29,Y,2,0.2941,3,0,Medium,340.76
22,50000,OWN,3.0,VENTURE,A,6000,8.94,0,0.12,N,4,0.12,1,0,Medium,190.63
24,30000,RENT,0.0,PERSONAL,E,10000,19.29,1,0.33,N,3,0.3333,5,1,Low,368.03
24,46000,RENT,0.0,PERSONAL,D,5975,14.46,1,0.13,Y,4,0.1299,4,1,Medium,205.55
25,80000,RENT,0.0,VENTURE,B,16000,9.88,0,0.2,N,2,0.2,2,0,High,515.37
24,89772,RENT,8.0,DEBTCONSOLIDATION,C,6000,13.92,0,0.07,Y,3,0.0668,3,0,High,204.83
25,33000,MORTGAGE,9.0,VENTURE,B,3000,11.99,0,0.09,N,3,0.0909,2,0,Medium,99.63
23,54000,RENT,7.0,EDUCATION,B,1500,9.62,0,0.03,N,4,0.0278,2,0,Medium,48.13
22,30000,RENT,4.0,MEDICAL,C,6500,13.85,0,0.22,N,3,0.2167,3,0,Low,221.68
24,70000,RENT,4.0,VENTURE,C,14400,12.68,0,0.21,N,4,0.2057,3,0,High,482.98
23,96000,RENT,7.0,EDUCATION,B,10000,10.65,0,0.1,N,3,0.1042,2,0,High,325.73
22,39000,MORTGAGE,6.0,EDUCATION,A,7000,8.94,1,0.18,N,3,0.1795,1,0,Medium,222.4
26,105000,MORTGAGE,11.0,MEDICAL,A,5000,8.49,0,0.05,N,4,0.0476,1,0,Very High,157.81
22,56000,RENT,6.0,EDUCATION,E,18250,16.7,1,0.33,N,3,0.3259,5,1,Medium,647.94
23,100000,RENT,4.0,EDUCATION,B,4150,10.65,0,0.04,N,4,0.0415,2,0,High,135.18
22,48000,RENT,0.0,EDUCATION,A,1000,7.29,0,0.02,N,4,0.0208,1,0,Medium,31.01
21,35000,RENT,6.0,VENTURE,A,10000,7.66,0,0.29,N,3,0.2857,1,0,Medium,311.8
21,39900,RENT,0.0,EDUCATION,A,12000,7.9,0,0.3,N,4,0.3008,1,0,Medium,375.48
25,30000,RENT,2.0,MEDICAL,B,2000,10.38,0,0.07,N,3,0.0667,2,0,Low,64.89
25,96000,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.99,0,0.13,N,3,0.125,2,0,High,398.51
25,101424,RENT,6.0,PERSONAL,A,2000,7.29,0,0.02,N,3,0.0197,1,0,Very High,62.02
26,26400,MORTGAGE,10.0,DEBTCONSOLIDATION,C,8500,13.23,0,0.32,N,4,0.322,3,0,Low,287.34
